"","senator","seniority_date","term","party","state","dob"
"4063","Alan Bible","December 2, 1954",91,NA,NA,"1909-11-20"
"4064","Carl Curtis","January 1, 1955",91,NA,NA,"1905-03-15"
"4065","Clifford P. Case","January 3, 1955",91,NA,NA,"1904-04-16"
"4066","Gordon L. Allott","January 3, 1955",91,NA,NA,"1907-01-02"
"4067","John Sherman Cooper","November 7, 1956",91,NA,NA,"1901-08-23"
"4068","Strom Thurmond","November 7, 1956",91,NA,NA,"1902-12-05"
"4069","Herman Talmadge","January 3, 1957",91,NA,NA,"1913-08-09"
"4070","Frank Church","January 3, 1957",91,NA,NA,"1924-07-25"
"4071","Jacob K. Javits","January 9, 1957",91,NA,NA,"1904-05-18"
"4072","Ralph Yarborough","April 29, 1957",91,NA,NA,"1903-06-08"
"4073","William Proxmire","August 28, 1957",91,NA,NA,"1915-11-11"
"4074","Ben Jordan","April 19, 1958",91,NA,NA,"1896-09-08"
"4075","Jennings Randolph","November 5, 1958",91,NA,NA,"1902-03-08"
"4076","Hugh Scott","January 3, 1959",91,NA,NA,"1900-11-11"
"4077","Eugene McCarthy","January 3, 1959",91,NA,NA,"1916-03-29"
"4078","Stephen Young","January 3, 1959",91,NA,NA,"1889-05-04"
"4079","Winston L. Prouty","January 3, 1959",91,NA,NA,"1906-09-01"
"4080","Robert Byrd","January 3, 1959",91,NA,NA,"1917-11-20"
"4081","Harrison A. Williams","January 3, 1959",91,NA,NA,"1919-12-10"
"4082","Thomas J. Dodd","January 3, 1959",91,NA,NA,"1907-05-15"
"4083","Edmund Muskie","January 3, 1959",91,NA,NA,"1914-03-28"
"4084","Philip Hart","January 3, 1959",91,NA,NA,"1912-12-10"
"4085","Vance Hartke","January 3, 1959",91,NA,NA,"1919-05-31"
"4086","Frank Moss","January 3, 1959",91,NA,NA,"1911-09-23"
"4087","Gale W. McGee","January 3, 1959",91,NA,NA,"1915-03-17"
"4088","Howard Cannon","January 3, 1959",91,NA,NA,"1912-01-26"
"4089","Hiram Fong","August 21, 1959",91,NA,NA,"1906-10-15"
"4090","Quentin Northrup Burdick","August 8, 1960",91,NA,NA,"1908-06-19"
"4091","Lee Metcalf","January 3, 1961",91,NA,NA,"1911-01-28"
"4092","James Boggs","January 3, 1961",91,NA,NA,"1909-05-15"
"4093","Jack Miller","January 3, 1961",91,NA,NA,"1916-06-06"
"4094","Claiborne Pell","January 3, 1961",91,NA,NA,"1918-11-22"
"4095","John Tower","June 15, 1961",91,NA,NA,"1925-09-29"
"4096","James B. Pearson","January 31, 1962",91,NA,NA,"1920-05-07"
"4097","Leonard B. Jordan","August 6, 1962",91,NA,NA,"1899-05-15"
"4098","Ted Kennedy","November 7, 1962",91,NA,NA,"1932-02-22"
"4099","Thomas J. McIntyre","November 7, 1962",91,NA,NA,"1915-02-20"
"4100","Abraham A. Ribicoff","January 3, 1963",91,NA,NA,"1910-04-09"
"4101","George McGovern","January 3, 1963",91,NA,NA,"1922-07-19"
"4102","Daniel Inouye","January 3, 1963",91,NA,NA,"1924-09-07"
"4103","Peter H. Dominick","January 3, 1963",91,NA,NA,"1915-07-07"
"4104","Birch Bayh","January 3, 1963",91,NA,NA,"1928-01-22"
"4105","Gaylord Nelson","January 7, 1963",91,NA,NA,"1916-06-04"
"4106","Joseph Montoya","November 4, 1964",91,NA,NA,"1915-09-24"
"4107","Fred R. Harris","November 4, 1964",91,NA,NA,"1930-11-13"
"4108","Walter Mondale","December 30, 1964",91,NA,NA,"1928-01-05"
"4109","George Murphy","January 1, 1965",91,NA,NA,"1902-07-04"
"4110","Joseph Tydings","January 3, 1965",91,NA,NA,"1928-05-04"
"4111","Paul Fannin","January 3, 1965",91,NA,NA,"1907-01-29"
"4112","Harry F. Byrd, Jr.","November 12, 1965",91,NA,NA,"1914-12-20"
"4113","Robert P. Griffin","May 11, 1966",91,NA,NA,"1923-11-06"
"4114","Ernest Hollings","November 9, 1966",91,NA,NA,"1922-01-01"
"4115","William B. Spong, Jr.","December 31, 1966",91,NA,NA,"1920-09-29"
"4116","Clifford Hansen","January 3, 1967",91,NA,NA,"1912-10-16"
"4117","Charles H. Percy","January 3, 1967",91,NA,NA,"1919-09-27"
"4118","Edward Brooke","January 3, 1967",91,NA,NA,"1919-10-26"
"4119","Howard Baker","January 3, 1967",91,NA,NA,"1925-11-15"
"4120","Mark Hatfield","January 10, 1967",91,NA,NA,"1922-07-12"
"4121","Charles Goodell","September 10, 1968",91,NA,NA,"1926-03-16"
"4122","Marlow Cook","December 17, 1968",91,NA,NA,"1926-07-27"
"4123","Ted Stevens","December 24, 1968",91,NA,NA,"1923-11-18"
"4124","Thomas Eagleton","December 28, 1968",91,NA,NA,"1929-09-04"
"4125","Barry Goldwater","January 3, 1969",91,NA,NA,"1909-01-02"
"4126","Richard Schweiker","January 3, 1969",91,NA,NA,"1926-06-01"
"4127","Charles Mathias","January 3, 1969",91,NA,NA,"1922-07-24"
"4128","Bob Dole","January 3, 1969",91,NA,NA,"1923-07-22"
"4129","Edward J. Gurney","January 3, 1969",91,NA,NA,"1914-01-12"
"4130","Harold Hughes","January 3, 1969",91,NA,NA,"1922-02-10"
"4131","Henry Bellmon","January 3, 1969",91,NA,NA,"1921-09-03"
"4132","Alan Cranston","January 3, 1969",91,NA,NA,"1914-06-19"
"4133","William B. Saxbe","January 3, 1969",91,NA,NA,"1916-06-24"
"4134","James Allen","January 3, 1969",91,NA,NA,"1912-12-28"
"4135","Bob Packwood","January 3, 1969",91,NA,NA,"1932-09-11"
"4136","Mike Gravel","January 3, 1969",91,NA,NA,"1930-05-13"
"4137","Richard Russell, Jr.","January 12, 1933",92,NA,NA,"1897-11-02"
"4138","Allen J. Ellender","January 3, 1937",92,NA,NA,"1890-09-24"
"4139","George Aiken","January 10, 1941",92,NA,NA,"1892-08-20"
"4140","James Eastland","January 3, 1943",92,NA,NA,"1904-11-28"
"4141","John Little McClellan","January 3, 1943",92,NA,NA,"1896-02-25"
"4142","Warren G. Magnuson","December 14, 1944",92,NA,NA,"1905-04-12"
"4143","J. William Fulbright","January 3, 1945",92,NA,NA,"1905-04-09"
"4144","Milton Young","March 12, 1945",92,NA,NA,"1897-12-06"
"4145","John Sparkman","November 6, 1946",92,NA,NA,"1899-12-20"
"4146","John C. Stennis","November 17, 1947",92,NA,NA,"1901-08-03"
"4147","Karl Mundt","December 31, 1948",92,NA,NA,"1900-06-03"
"4148","Russell B. Long","December 31, 1948",92,NA,NA,"1918-11-03"
"4149","Margaret Chase Smith","January 3, 1949",92,NA,NA,"1897-12-14"
"4150","Clinton Anderson","January 3, 1949",92,NA,NA,"1895-11-11"
"4151","John O. Pastore","December 19, 1950",92,NA,NA,"1907-03-17"
"4152","Wallace F. Bennett","January 3, 1951",92,NA,NA,"1898-11-13"
"4153","Henry M. Jackson","January 3, 1953",92,NA,NA,"1912-05-31"
"4154","Mike Mansfield","January 3, 1953",92,NA,NA,"1903-03-16"
"4155","Stuart Symington","January 3, 1953",92,NA,NA,"1901-06-26"
"4156","Sam Ervin","June 5, 1954",92,NA,NA,"1896-09-27"
"4157","Norris Cotton","November 8, 1954",92,NA,NA,"1900-05-11"
"4158","Roman Hruska","November 8, 1954",92,NA,NA,"1904-08-16"
"4159","Alan Bible","December 2, 1954",92,NA,NA,"1909-11-20"
"4160","Carl Curtis","January 1, 1955",92,NA,NA,"1905-03-15"
"4161","Clifford P. Case","January 3, 1955",92,NA,NA,"1904-04-16"
"4162","Gordon L. Allott","January 3, 1955",92,NA,NA,"1907-01-02"
"4163","John Sherman Cooper","November 7, 1956",92,NA,NA,"1901-08-23"
"4164","Strom Thurmond","November 7, 1956",92,NA,NA,"1902-12-05"
"4165","Herman Talmadge","January 3, 1957",92,NA,NA,"1913-08-09"
"4166","Frank Church","January 3, 1957",92,NA,NA,"1924-07-25"
"4167","Jacob K. Javits","January 9, 1957",92,NA,NA,"1904-05-18"
"4168","William Proxmire","August 28, 1957",92,NA,NA,"1915-11-11"
"4169","Ben Jordan","April 19, 1958",92,NA,NA,"1896-09-08"
"4170","Jennings Randolph","November 5, 1958",92,NA,NA,"1902-03-08"
"4171","Hugh Scott","January 3, 1959",92,NA,NA,"1900-11-11"
"4172","Winston L. Prouty","January 3, 1959",92,NA,NA,"1906-09-01"
"4173","Robert Byrd","January 3, 1959",92,NA,NA,"1917-11-20"
"4174","Harrison A. Williams","January 3, 1959",92,NA,NA,"1919-12-10"
"4175","Edmund Muskie","January 3, 1959",92,NA,NA,"1914-03-28"
"4176","Philip Hart","January 3, 1959",92,NA,NA,"1912-12-10"
"4177","Vance Hartke","January 3, 1959",92,NA,NA,"1919-05-31"
"4178","Frank Moss","January 3, 1959",92,NA,NA,"1911-09-23"
"4179","Gale W. McGee","January 3, 1959",92,NA,NA,"1915-03-17"
"4180","Howard Cannon","January 3, 1959",92,NA,NA,"1912-01-26"
"4181","Hiram Fong","August 21, 1959",92,NA,NA,"1906-10-15"
"4182","Quentin Northrup Burdick","August 8, 1960",92,NA,NA,"1908-06-19"
"4183","Lee Metcalf","January 3, 1961",92,NA,NA,"1911-01-28"
"4184","James Boggs","January 3, 1961",92,NA,NA,"1909-05-15"
"4185","Jack Miller","January 3, 1961",92,NA,NA,"1916-06-06"
"4186","Claiborne Pell","January 3, 1961",92,NA,NA,"1918-11-22"
"4187","John Tower","June 15, 1961",92,NA,NA,"1925-09-29"
"4188","James B. Pearson","January 31, 1962",92,NA,NA,"1920-05-07"
"4189","Leonard B. Jordan","August 6, 1962",92,NA,NA,"1899-05-15"
"4190","Ted Kennedy","November 7, 1962",92,NA,NA,"1932-02-22"
"4191","Thomas J. McIntyre","November 7, 1962",92,NA,NA,"1915-02-20"
"4192","Abraham A. Ribicoff","January 3, 1963",92,NA,NA,"1910-04-09"
"4193","George McGovern","January 3, 1963",92,NA,NA,"1922-07-19"
"4194","Daniel Inouye","January 3, 1963",92,NA,NA,"1924-09-07"
"4195","Peter H. Dominick","January 3, 1963",92,NA,NA,"1915-07-07"
"4196","Birch Bayh","January 3, 1963",92,NA,NA,"1928-01-22"
"4197","Gaylord Nelson","January 7, 1963",92,NA,NA,"1916-06-04"
"4198","Joseph Montoya","November 4, 1964",92,NA,NA,"1915-09-24"
"4199","Fred R. Harris","November 4, 1964",92,NA,NA,"1930-11-13"
"4200","Walter Mondale","December 30, 1964",92,NA,NA,"1928-01-05"
"4201","Paul Fannin","January 3, 1965",92,NA,NA,"1907-01-29"
"4202","Harry F. Byrd, Jr.","November 12, 1965",92,NA,NA,"1914-12-20"
"4203","Robert P. Griffin","May 11, 1966",92,NA,NA,"1923-11-06"
"4204","Ernest Hollings","November 9, 1966",92,NA,NA,"1922-01-01"
"4205","William B. Spong, Jr.","December 31, 1966",92,NA,NA,"1920-09-29"
"4206","Clifford Hansen","January 3, 1967",92,NA,NA,"1912-10-16"
"4207","Charles H. Percy","January 3, 1967",92,NA,NA,"1919-09-27"
"4208","Edward Brooke","January 3, 1967",92,NA,NA,"1919-10-26"
"4209","Howard Baker","January 3, 1967",92,NA,NA,"1925-11-15"
"4210","Mark Hatfield","January 10, 1967",92,NA,NA,"1922-07-12"
"4211","Marlow Cook","December 17, 1968",92,NA,NA,"1926-07-27"
"4212","Ted Stevens","December 24, 1968",92,NA,NA,"1923-11-18"
"4213","Thomas Eagleton","December 28, 1968",92,NA,NA,"1929-09-04"
"4214","Barry Goldwater","January 3, 1969",92,NA,NA,"1909-01-02"
"4215","Richard Schweiker","January 3, 1969",92,NA,NA,"1926-06-01"
"4216","Charles Mathias","January 3, 1969",92,NA,NA,"1922-07-24"
"4217","Bob Dole","January 3, 1969",92,NA,NA,"1923-07-22"
"4218","Edward J. Gurney","January 3, 1969",92,NA,NA,"1914-01-12"
"4219","Harold Hughes","January 3, 1969",92,NA,NA,"1922-02-10"
"4220","Henry Bellmon","January 3, 1969",92,NA,NA,"1921-09-03"
"4221","Alan Cranston","January 3, 1969",92,NA,NA,"1914-06-19"
"4222","William B. Saxbe","January 3, 1969",92,NA,NA,"1916-06-24"
"4223","James Allen","January 3, 1969",92,NA,NA,"1912-12-28"
"4224","Bob Packwood","January 3, 1969",92,NA,NA,"1932-09-11"
"4225","Mike Gravel","January 3, 1969",92,NA,NA,"1930-05-13"
"4226","Adlai Stevenson III","November 17, 1970",92,NA,NA,"1930-10-10"
"4227","Bill Roth","January 1, 1971",92,NA,NA,"1921-07-22"
"4228","John V. Tunney","January 2, 1971",92,NA,NA,"1934-06-26"
"4229","Hubert Humphrey","January 3, 1971",92,NA,NA,"1911-05-27"
"4230","Robert Taft, Jr.","January 3, 1971",92,NA,NA,"1917-02-26"
"4231","Bill Brock","January 3, 1971",92,NA,NA,"1930-11-23"
"4232","Lloyd Bentsen","January 3, 1971",92,NA,NA,"1921-02-11"
"4233","John Glenn Beall, Jr.","January 3, 1971",92,NA,NA,"1927-06-19"
"4234","Lowell Weicker","January 3, 1971",92,NA,NA,"1931-05-16"
"4235","James L. Buckley","January 3, 1971",92,NA,NA,"1923-03-09"
"4236","Lawton Chiles","January 3, 1971",92,NA,NA,"1930-04-03"
"4237","George Aiken","January 10, 1941",93,NA,NA,"1892-08-20"
"4238","James Eastland","January 3, 1943",93,NA,NA,"1904-11-28"
"4239","John Little McClellan","January 3, 1943",93,NA,NA,"1896-02-25"
"4240","Warren G. Magnuson","December 14, 1944",93,NA,NA,"1905-04-12"
"4241","J. William Fulbright","January 3, 1945",93,NA,NA,"1905-04-09"
"4242","Milton Young","March 12, 1945",93,NA,NA,"1897-12-06"
"4243","John Sparkman","November 6, 1946",93,NA,NA,"1899-12-20"
"4244","John C. Stennis","November 17, 1947",93,NA,NA,"1901-08-03"
"4245","Russell B. Long","December 31, 1948",93,NA,NA,"1918-11-03"
"4246","John O. Pastore","December 19, 1950",93,NA,NA,"1907-03-17"
"4247","Wallace F. Bennett","January 3, 1951",93,NA,NA,"1898-11-13"
"4248","Henry M. Jackson","January 3, 1953",93,NA,NA,"1912-05-31"
"4249","Mike Mansfield","January 3, 1953",93,NA,NA,"1903-03-16"
"4250","Stuart Symington","January 3, 1953",93,NA,NA,"1901-06-26"
"4251","Sam Ervin","June 5, 1954",93,NA,NA,"1896-09-27"
"4252","Norris Cotton","November 8, 1954",93,NA,NA,"1900-05-11"
"4253","Roman Hruska","November 8, 1954",93,NA,NA,"1904-08-16"
"4254","Alan Bible","December 2, 1954",93,NA,NA,"1909-11-20"
"4255","Carl Curtis","January 1, 1955",93,NA,NA,"1905-03-15"
"4256","Clifford P. Case","January 3, 1955",93,NA,NA,"1904-04-16"
"4257","Strom Thurmond","November 7, 1956",93,NA,NA,"1902-12-05"
"4258","Herman Talmadge","January 3, 1957",93,NA,NA,"1913-08-09"
"4259","Frank Church","January 3, 1957",93,NA,NA,"1924-07-25"
"4260","Jacob K. Javits","January 9, 1957",93,NA,NA,"1904-05-18"
"4261","William Proxmire","August 28, 1957",93,NA,NA,"1915-11-11"
"4262","Jennings Randolph","November 5, 1958",93,NA,NA,"1902-03-08"
"4263","Hugh Scott","January 3, 1959",93,NA,NA,"1900-11-11"
"4264","Robert Byrd","January 3, 1959",93,NA,NA,"1917-11-20"
"4265","Harrison A. Williams","January 3, 1959",93,NA,NA,"1919-12-10"
"4266","Edmund Muskie","January 3, 1959",93,NA,NA,"1914-03-28"
"4267","Philip Hart","January 3, 1959",93,NA,NA,"1912-12-10"
"4268","Vance Hartke","January 3, 1959",93,NA,NA,"1919-05-31"
"4269","Frank Moss","January 3, 1959",93,NA,NA,"1911-09-23"
"4270","Gale W. McGee","January 3, 1959",93,NA,NA,"1915-03-17"
"4271","Howard Cannon","January 3, 1959",93,NA,NA,"1912-01-26"
"4272","Hiram Fong","August 21, 1959",93,NA,NA,"1906-10-15"
"4273","Quentin Northrup Burdick","August 8, 1960",93,NA,NA,"1908-06-19"
"4274","Lee Metcalf","January 3, 1961",93,NA,NA,"1911-01-28"
"4275","Claiborne Pell","January 3, 1961",93,NA,NA,"1918-11-22"
"4276","John Tower","June 15, 1961",93,NA,NA,"1925-09-29"
"4277","James B. Pearson","January 31, 1962",93,NA,NA,"1920-05-07"
"4278","Ted Kennedy","November 7, 1962",93,NA,NA,"1932-02-22"
"4279","Thomas J. McIntyre","November 7, 1962",93,NA,NA,"1915-02-20"
"4280","Abraham A. Ribicoff","January 3, 1963",93,NA,NA,"1910-04-09"
"4281","George McGovern","January 3, 1963",93,NA,NA,"1922-07-19"
"4282","Daniel Inouye","January 3, 1963",93,NA,NA,"1924-09-07"
"4283","Peter H. Dominick","January 3, 1963",93,NA,NA,"1915-07-07"
"4284","Birch Bayh","January 3, 1963",93,NA,NA,"1928-01-22"
"4285","Gaylord Nelson","January 7, 1963",93,NA,NA,"1916-06-04"
"4286","Joseph Montoya","November 4, 1964",93,NA,NA,"1915-09-24"
"4287","Walter Mondale","December 30, 1964",93,NA,NA,"1928-01-05"
"4288","Paul Fannin","January 3, 1965",93,NA,NA,"1907-01-29"
"4289","Harry F. Byrd, Jr.","November 12, 1965",93,NA,NA,"1914-12-20"
"4290","Robert P. Griffin","May 11, 1966",93,NA,NA,"1923-11-06"
"4291","Ernest Hollings","November 9, 1966",93,NA,NA,"1922-01-01"
"4292","Clifford Hansen","January 3, 1967",93,NA,NA,"1912-10-16"
"4293","Charles H. Percy","January 3, 1967",93,NA,NA,"1919-09-27"
"4294","Edward Brooke","January 3, 1967",93,NA,NA,"1919-10-26"
"4295","Howard Baker","January 3, 1967",93,NA,NA,"1925-11-15"
"4296","Mark Hatfield","January 10, 1967",93,NA,NA,"1922-07-12"
"4297","Marlow Cook","December 17, 1968",93,NA,NA,"1926-07-27"
"4298","Ted Stevens","December 24, 1968",93,NA,NA,"1923-11-18"
"4299","Thomas Eagleton","December 28, 1968",93,NA,NA,"1929-09-04"
"4300","Barry Goldwater","January 3, 1969",93,NA,NA,"1909-01-02"
"4301","Richard Schweiker","January 3, 1969",93,NA,NA,"1926-06-01"
"4302","Charles Mathias","January 3, 1969",93,NA,NA,"1922-07-24"
"4303","Bob Dole","January 3, 1969",93,NA,NA,"1923-07-22"
"4304","Edward J. Gurney","January 3, 1969",93,NA,NA,"1914-01-12"
"4305","Harold Hughes","January 3, 1969",93,NA,NA,"1922-02-10"
"4306","Henry Bellmon","January 3, 1969",93,NA,NA,"1921-09-03"
"4307","Alan Cranston","January 3, 1969",93,NA,NA,"1914-06-19"
"4308","William B. Saxbe","January 3, 1969",93,NA,NA,"1916-06-24"
"4309","James Allen","January 3, 1969",93,NA,NA,"1912-12-28"
"4310","Bob Packwood","January 3, 1969",93,NA,NA,"1932-09-11"
"4311","Mike Gravel","January 3, 1969",93,NA,NA,"1930-05-13"
"4312","Adlai Stevenson III","November 17, 1970",93,NA,NA,"1930-10-10"
"4313","Bill Roth","January 1, 1971",93,NA,NA,"1921-07-22"
"4314","John V. Tunney","January 2, 1971",93,NA,NA,"1934-06-26"
"4315","Hubert Humphrey","January 3, 1971",93,NA,NA,"1911-05-27"
"4316","Robert Taft, Jr.","January 3, 1971",93,NA,NA,"1917-02-26"
"4317","Bill Brock","January 3, 1971",93,NA,NA,"1930-11-23"
"4318","Lloyd Bentsen","January 3, 1971",93,NA,NA,"1921-02-11"
"4319","John Glenn Beall, Jr.","January 3, 1971",93,NA,NA,"1927-06-19"
"4320","Lowell Weicker","January 3, 1971",93,NA,NA,"1931-05-16"
"4321","James L. Buckley","January 3, 1971",93,NA,NA,"1923-03-09"
"4322","Lawton Chiles","January 3, 1971",93,NA,NA,"1930-04-03"
"4323","Robert Stafford","September 16, 1971",93,NA,NA,"1913-08-08"
"4324","Sam Nunn","November 8, 1972",93,NA,NA,"1938-09-08"
"4325","Bennett Johnston Jr.","November 14, 1972",93,NA,NA,"1932-06-10"
"4326","William Hathaway","January 3, 1973",93,NA,NA,"1924-02-21"
"4327","William L. Scott","January 3, 1973",93,NA,NA,"1915-07-01"
"4328","James A. McClure","January 3, 1973",93,NA,NA,"1924-12-27"
"4329","James Abourezk","January 3, 1973",93,NA,NA,"1931-02-24"
"4330","Dewey F. Bartlett","January 3, 1973",93,NA,NA,"1919-03-28"
"4331","Jesse Helms","January 3, 1973",93,NA,NA,"1921-10-18"
"4332","Walter Huddleston","January 3, 1973",93,NA,NA,"1926-04-15"
"4333","Richard C. Clark","January 3, 1973",93,NA,NA,"1928-09-14"
"4334","Floyd K. Haskell","January 3, 1973",93,NA,NA,"1916-02-07"
"4335","Pete Domenici","January 3, 1973",93,NA,NA,"1932-05-07"
"4336","Joe Biden","January 3, 1973",93,NA,NA,"1942-11-20"
"4337","James Eastland","January 3, 1943",94,NA,NA,"1904-11-28"
"4338","John Little McClellan","January 3, 1943",94,NA,NA,"1896-02-25"
"4339","Warren G. Magnuson","December 14, 1944",94,NA,NA,"1905-04-12"
"4340","Milton Young","March 12, 1945",94,NA,NA,"1897-12-06"
"4341","John Sparkman","November 6, 1946",94,NA,NA,"1899-12-20"
"4342","John C. Stennis","November 17, 1947",94,NA,NA,"1901-08-03"
"4343","Russell B. Long","December 31, 1948",94,NA,NA,"1918-11-03"
"4344","John O. Pastore","December 19, 1950",94,NA,NA,"1907-03-17"
"4345","Henry M. Jackson","January 3, 1953",94,NA,NA,"1912-05-31"
"4346","Mike Mansfield","January 3, 1953",94,NA,NA,"1903-03-16"
"4347","Stuart Symington","January 3, 1953",94,NA,NA,"1901-06-26"
"4348","Roman Hruska","November 8, 1954",94,NA,NA,"1904-08-16"
"4349","Carl Curtis","January 1, 1955",94,NA,NA,"1905-03-15"
"4350","Clifford P. Case","January 3, 1955",94,NA,NA,"1904-04-16"
"4351","Strom Thurmond","November 7, 1956",94,NA,NA,"1902-12-05"
"4352","Herman Talmadge","January 3, 1957",94,NA,NA,"1913-08-09"
"4353","Frank Church","January 3, 1957",94,NA,NA,"1924-07-25"
"4354","Jacob K. Javits","January 9, 1957",94,NA,NA,"1904-05-18"
"4355","William Proxmire","August 28, 1957",94,NA,NA,"1915-11-11"
"4356","Jennings Randolph","November 5, 1958",94,NA,NA,"1902-03-08"
"4357","Hugh Scott","January 3, 1959",94,NA,NA,"1900-11-11"
"4358","Robert Byrd","January 3, 1959",94,NA,NA,"1917-11-20"
"4359","Harrison A. Williams","January 3, 1959",94,NA,NA,"1919-12-10"
"4360","Edmund Muskie","January 3, 1959",94,NA,NA,"1914-03-28"
"4361","Philip Hart","January 3, 1959",94,NA,NA,"1912-12-10"
"4362","Vance Hartke","January 3, 1959",94,NA,NA,"1919-05-31"
"4363","Frank Moss","January 3, 1959",94,NA,NA,"1911-09-23"
"4364","Gale W. McGee","January 3, 1959",94,NA,NA,"1915-03-17"
"4365","Howard Cannon","January 3, 1959",94,NA,NA,"1912-01-26"
"4366","Hiram Fong","August 21, 1959",94,NA,NA,"1906-10-15"
"4367","Quentin Northrup Burdick","August 8, 1960",94,NA,NA,"1908-06-19"
"4368","Lee Metcalf","January 3, 1961",94,NA,NA,"1911-01-28"
"4369","Claiborne Pell","January 3, 1961",94,NA,NA,"1918-11-22"
"4370","John Tower","June 15, 1961",94,NA,NA,"1925-09-29"
"4371","James B. Pearson","January 31, 1962",94,NA,NA,"1920-05-07"
"4372","Ted Kennedy","November 7, 1962",94,NA,NA,"1932-02-22"
"4373","Thomas J. McIntyre","November 7, 1962",94,NA,NA,"1915-02-20"
"4374","Abraham A. Ribicoff","January 3, 1963",94,NA,NA,"1910-04-09"
"4375","George McGovern","January 3, 1963",94,NA,NA,"1922-07-19"
"4376","Daniel Inouye","January 3, 1963",94,NA,NA,"1924-09-07"
"4377","Birch Bayh","January 3, 1963",94,NA,NA,"1928-01-22"
"4378","Gaylord Nelson","January 7, 1963",94,NA,NA,"1916-06-04"
"4379","Joseph Montoya","November 4, 1964",94,NA,NA,"1915-09-24"
"4380","Walter Mondale","December 30, 1964",94,NA,NA,"1928-01-05"
"4381","Paul Fannin","January 3, 1965",94,NA,NA,"1907-01-29"
"4382","Harry F. Byrd, Jr.","November 12, 1965",94,NA,NA,"1914-12-20"
"4383","Robert P. Griffin","May 11, 1966",94,NA,NA,"1923-11-06"
"4384","Ernest Hollings","November 9, 1966",94,NA,NA,"1922-01-01"
"4385","Clifford Hansen","January 3, 1967",94,NA,NA,"1912-10-16"
"4386","Charles H. Percy","January 3, 1967",94,NA,NA,"1919-09-27"
"4387","Edward Brooke","January 3, 1967",94,NA,NA,"1919-10-26"
"4388","Howard Baker","January 3, 1967",94,NA,NA,"1925-11-15"
"4389","Mark Hatfield","January 10, 1967",94,NA,NA,"1922-07-12"
